source	forward	forward	forward	forward	forward	forward	backward	backward	backward	backward	backward	backward
špiclíček	spitter	Spitter	spitter	сжигание	espigador	cracher	Spitter	#VALUE!	Spitter	hořící	Spigátor	plivat
špička	top	oben	bovenkant	Топ	parte superior	Haut	horní	#VALUE!	horní	Horní	horní část	Vysoký
špičička	heath	Heide	heide	Хит	brezo	bruyère	vřesoviště	#VALUE!	Heathland	Udeřil	vřes	vřes
špičinka	heep	HEEP	huppelen	чип	talón	se hisser	Heep	#VALUE!	poskok	čip	pata	lézt
špitálek	hospital	Krankenhaus	ziekenhuis	больница	hospital	hôpital	NEMOCNICE	NEMOCNICE	Hopital	NEMOCNICE	NEMOCNICE	NEMOCNICE
špitálek	hospital	Krankenhaus	ziekenhuis	больница	hospital	hôpital	NEMOCNICE	NEMOCNICE	Hopital	NEMOCNICE	NEMOCNICE	NEMOCNICE
šprýmek	jachel	Jachel	jachel	Джейхил	laca	Jachel	Jachel	#VALUE!	Jachel	Jaichil	lak	Jachel
šprýmeček	jack	Jack	schok	Джек	Jack	jack	zvedák	#VALUE!	šokovat	Zvedák	Zvedák	zvedák
špulička	spur	Sporn	aansporen	поступок	estimular	éperon	spur	#VALUE!	podporovat	Akt	stimulovat	spur
špuntík	plug	Stecker	plug	затыкать	enchufar	prise de courant	zástrčka	#VALUE!	zástrčka	zástrčka	zástrčka	zástrčka
špuntíček	plug	Stecker	plug	затыкать	enchufar	prise de courant	zástrčka	#VALUE!	zástrčka	zástrčka	zástrčka	zástrčka
špásek	skeleton	Skelett	skelet	скелет	esqueleto	squelette	kostra	#VALUE!	kostra	kostra	kostra	kostra
špinaveček	dirty	schmutzig	vies	грязный	sucio	sale	špinavý	#VALUE!	špinavý	špinavý	špinavý	špinavý
špinka	spike	Spitze	piek	шип	pico	pic	špice	#VALUE!	vrchol	trn	vrchol	vrchol
šrajtoflička	scrape	kratzen	schrapen	скрежетать	raspar	rayer	škrábanec	#VALUE!	šrot	Prsten	škrábat	poškrábat
šramůtek	scrape	kratzen	schrapen	скрежетать	raspar	rayer	škrábanec	#VALUE!	šrot	Prsten	škrábat	poškrábat
šrapnelek	shrapnel	Schrapnell	granaat	Шрапнель	metralla	shrapnel	šrapnel	šrapnel	granát	Šrapnel	šrapnel	šrapnel
šrotovníček	grind	mahlen	malen	молоть	moler	moudre	mletí	#VALUE!	mletí	mletí	Mletí	mletí
šroubek	screw	schrauben	schroef	винт	tornillo	vis	šroub	#VALUE!	šroub	šroub	šroub	šroub
šroubeček	screw	schrauben	schroef	винт	tornillo	vis	šroub	#VALUE!	šroub	šroub	šroub	šroub
šroubováček	screwdriver	Schraubendreher	schroevendraaier	отвертка	destornillador	Tournevis	šroubovák	#VALUE!	šroubovák	šroubovák	šroubovák	Šroubovák
šráček	scrape	kratzen	schrapen	скрежетать	raspar	rayer	škrábanec	#VALUE!	šrot	Prsten	škrábat	poškrábat
šrámek	scrape	kratzen	schrapen	скрежетать	raspar	rayer	škrábanec	#VALUE!	šrot	Prsten	škrábat	poškrábat
šrámeček	scrape	kratzen	schrapen	скрежетать	raspar	rayer	škrábanec	#VALUE!	šrot	Prsten	škrábat	poškrábat
štafličky	stepladder	Trittleiter	trapladder	стремянка	escalera de tijera	escabeau	štafle	Krokový guider	Schodiště	žebřík	štafle	stolice
štandlíček	bitch	Hündin	teef	сука	perra	chienne	fena	#VALUE!	fena	fena	fena	fena
štanglička	stangle	Stangle	rand	стоять	apuntalar	se balancer	Stangle	#VALUE!	okraj	vydržet	podepřít	vyrovnat
šteftík	pipe	Rohr	pijp	трубка	tubo	tuyau	trubka	#VALUE!	trubka	trubice	trubka	potrubí
štelážka	jack	Jack	schok	Джек	Jack	jack	zvedák	#VALUE!	šokovat	Zvedák	Zvedák	zvedák
štemplík	jet	Jet	Jet	самолет	chorro	jet	proud	#VALUE!	Proud	letoun	proud	proud
štepslík	pipesl	Pipesl	pipesl	трупсл	pipa	pipesl	pipesl	#VALUE!	Pipesl	TrupSL	trubka	pipesl
štička	jack	Jack	schok	Джек	Jack	jack	zvedák	#VALUE!	šokovat	Zvedák	Zvedák	zvedák
štoček	block	Block	blok	блокировать	bloquear	bloquer	blok	#VALUE!	blok	blok	blok	Zablokovat
štůček	tub	Wanne	kuip	ванна	tina	baignoire	vana	#VALUE!	vana	koupel	vana	vana
štokrlička	stokličlicka	STOKLIčlicka	Stokličlicka	Стокличлика	stokličlicka	Stokličlicka	Stokličelicka	Stokličelicka	Stokličelicka	Stopclic	Stokličelicka	Stokličelicka
štokrlátko	bump	stoßen	buil	удар	bulto	cogner	narazit	#VALUE!	narazit	udeřil	balík	narazit
štůsek	sticker	Aufkleber	sticker	наклейка	pegatina	autocollant	nálepka	#VALUE!	nálepka	nálepka	nálepka	nálepka
štoudvička	studo	Studo	studo	Стуста	studo	studro	STUDO	#VALUE!	STUDO	Mrtvice	STUDO	Studro
štramandička	chopper	Hubschrauber	bijl	топпер	helicóptero	hachoir	vrtulník	helikoptéra	sekera	Topper	helikoptéra	vrtulník
štramáček	stram	Stram	stram	страм	estrecho	Stram	STRAM	#VALUE!	sláma	Hvězda	zavřít	STRAM
štruplátko	stupid	dumm	dom	глупый	tonto	stupide	hloupý	#VALUE!	hloupý	hloupý	blázen	němý
štráfek	stag	Hirsch	hert	оленя	ciervo	cerf	jelen	#VALUE!	Jelen	Jelen	Jelen	jelen
štráfeček	stag	Hirsch	hert	оленя	ciervo	cerf	jelen	#VALUE!	Jelen	Jelen	Jelen	jelen
štránek	Strike	Schlagen	Staking	удар	Huelga	La grève	Stávkovat	#VALUE!	Stávkovat	udeřil	Stávkovat	Stávkovat
štuleček	stucco	Stuck	stucwerk	штукатурка	estuco	stuc	štuk	#VALUE!	štuk	omítka	štuk	štuk
šturcek	bunch	Bündel	veel	связка	racimo	groupe	chomáč	#VALUE!	mnoho	Vaz	chomáč	kapela
štipečka	stip	Stipen	instellen	стап	estribo	étouffer	STIP	#VALUE!	Založit	Stap	stapeny	dusit
štipeček	Štipcek	Štipcek	Štipcek	Штипсек	Štipcek	Štipcek	Štipcek	#VALUE!	Štipcek	Stepsek	Štipcek	Štipcek
štípáček	pinch	Prise	kneep	ущипнуть	pellizco	pincer	špetka	#VALUE!	špetka	špetka	špetka	špetka
štírek	scorpion	Skorpion	schorpioen	Скорпион	escorpión	Scorpion	Štír	#VALUE!	Štír	Štír	Štír	Štír
štítek	label	Etikett	label	этикетка	etiqueta	étiquette	označení	#VALUE!	označení	označení	označení	označení
štíteček	scing	Scing	het scingeren	скинг	marisquillo	scing	Scing	#VALUE!	Scinging	Sking	Marisquillo	Scing
štěbetálek	craftsteer	Handwerk	ambacht	Craftsteer	artesanía	artisan	Craftsteer	#VALUE!	řemeslo	Craftsteer	řemeslo	řemeslník
štěnička	bug	Insekt	beestje	ошибка	insecto	punaise	Chyba	#VALUE!	bestie	chyba	hmyz	Připínáček
štěňátko	puppy	Welpe	puppy	щенок	cachorro	chiot	štěně	#VALUE!	štěně	štěně	štěně	štěně
úštěpek	taunt	Spott	uitdagen	насмешка	pulla	raillerie	posměch	#VALUE!	vyzvat	výsměch	posměch	výsměch
štěpinka	chip	Chip	chip	чип	chip	ébrécher	čip	#VALUE!	čip	čip	čip	čip
štípek	pinch	Prise	kneep	ущипнуть	pellizco	pincer	špetka	#VALUE!	špetka	špetka	špetka	špetka
štěpnička	chip	Chip	chip	чип	chip	ébrécher	čip	#VALUE!	čip	čip	čip	čip
štěrbinka	slit	Schlitz	spleet	разрез	abertura	fente	štěrbina	#VALUE!	crack	řez	otevírací	slot
štěteček	brush	Bürste	borstel	щетка	cepillo	brosser	štětec	#VALUE!	štětec	štětec	štětec	štětec
štětináček	bristle	Borste	borstel	кольца	cerda	poil	štětina	#VALUE!	štětec	prsteny	prasnice	vlasy
štětinka	bristle	Borste	borstel	кольца	cerda	poil	štětina	#VALUE!	štětec	prsteny	prasnice	vlasy
štětička	brush	Bürste	borstel	щетка	cepillo	brosser	štětec	#VALUE!	štětec	štětec	štětec	štětec
šufánek	shuffle	Mischen	schuifelen	перетасовать	barajar	mélanger	zamíchat	#VALUE!	zamíchat	zamíchat	zamíchat	smíchat dohromady
šuflík	shuffle	Mischen	schuifelen	перетасовать	barajar	mélanger	zamíchat	#VALUE!	zamíchat	zamíchat	zamíchat	smíchat dohromady
šukálek	seer	Seher	ziener	провидец	vidente	voyant	věšák	#VALUE!	věšák	věšák	věšák	vidění
šumařinka	fiddle	Geige	viool	скрипка	violín	violon	housle	#VALUE!	housle	housle	housle	housle
šunčička	ham	Schinken	ham	ветчина	jamón	jambon	šunka	#VALUE!	šunka	šunka	šunka	šunka
šupinka	scales	Waage	schubben	Весы	escamas	Balance	váhy	#VALUE!	Scal	Váhy	váhy	Zůstatek
šupinuška	scales	Waage	schubben	Весы	escamas	Balance	váhy	#VALUE!	Scal	Váhy	váhy	Zůstatek
šuplátko	drawer	Schublade	lade	ящик стола	cajón	tiroir	šuplík	#VALUE!	šuplík	kreslíř	šuplík	šuplík
šuplíček	drawer	Schublade	lade	ящик стола	cajón	tiroir	šuplík	#VALUE!	šuplík	kreslíř	šuplík	šuplík
šusťáček	jerk	Ruck	eikel	придурок	imbécil	secousse	blbec	#VALUE!	blbec	blbec	blázen	blbec
šutříček	snout	Schnauze	snuit	морда	hocico	museau	čenich	#VALUE!	čenich	čenich	čenich	čenich
švagřík	sister-in	Schwester in	zus in	сестра-ин	hermana en	Soeur dans	sestra-v	Sestra v	sestra v	Sestra-v	sestra v	Sestra v
švagříček	sister-in	Schwester in	zus in	сестра-ин	hermana en	Soeur dans	sestra-v	Sestra v	sestra v	Sestra-v	sestra v	Sestra v
švandička	seamstress	Näherin	naaister	Швея	costurera	couturière	švadlena	#VALUE!	švadlena	Švadlena	švadlena	švadlena
švegruška	shit	Scheisse	schijf	дерьмо	mierda	merde	hovno	#VALUE!	disk	hovno	hovno	hovno
švestička	plum	Pflaume	pruim	слива	ciruela	prune	švestka	#VALUE!	švestka	švestka	švestka	švestka
šviháček	nipple	Nippel	tepel	сосок	pezón	téton	bradavka	#VALUE!	bradavka	bradavka	bradavka	bradavka
švindlík	chink	Spalt	kink	скважина	grieta	fente	štěrbina	#VALUE!	štěrbina	studna	Fissure	slot
švindlíček	chink	Spalt	kink	скважина	grieta	fente	štěrbina	#VALUE!	štěrbina	studna	Fissure	slot
šálička	cup	Tasse	beker	чашка	taza	Coupe	pohár	#VALUE!	pohár	pohár	Miska	Useknutý
šálka	cup	Tasse	beker	чашка	taza	Coupe	pohár	#VALUE!	pohár	pohár	Miska	Useknutý
šálek	cup	Tasse	beker	чашка	taza	Coupe	pohár	#VALUE!	pohár	pohár	Miska	Useknutý
šáleček	scarf	Schal	sjaal	шарф	bufanda	écharpe	šátek	#VALUE!	šátek	šátek	šátek	šátek
vlňáček	wool	wolle	wol	шерсть	lana	laine	vlna	#VALUE!	vlna	vlna	vlna	Nejstarší chlapec
šáteček	scarf	Schal	sjaal	шарф	bufanda	écharpe	šátek	#VALUE!	šátek	šátek	šátek	šátek
šéfík	boss	Chef	baas	босс	jefe	chef	šéf	#VALUE!	šéf	šéf	šéf	hlavní
šífek	nipple	Nippel	tepel	сосок	pezón	téton	bradavka	#VALUE!	bradavka	bradavka	bradavka	bradavka
šínka	width	Breite	breedte	ширина	ancho	largeur	šířka	#VALUE!	šířka	šířka	šířka	Lenght
šipčička	arrow	Pfeil	pijl	стрелка	flecha	La Flèche	šipka	#VALUE!	šipka	šipka	šipka	Šíp
šipečka	arrow	Pfeil	pijl	стрелка	flecha	La Flèche	šipka	#VALUE!	šipka	šipka	šipka	Šíp
šípek	hip	Hüfte	heup	бедро	cadera	hanche	boky	#VALUE!	boky	boky	boky	boky
šípeček	back	der Rücken	rug	назад	espalda	retour	zadní	záda	zadní	zadní	zadní	vrátit se
sešitek	booklet	Broschüre	boekje	буклет	folleto	brochure	brožur	#VALUE!	brožur	brožur	uživatelské informace	brožura
vyšíváníčko	embroidery	Stickerei	borduurwerk	вышивка	bordado	broderie	výšivka	#VALUE!	výšivka	výšivka	výšivka	výšivka
šitíčko	sewn	genäht	genaaid	сшитый	cosido	cousu	Šité	#VALUE!	Šité	šit	šití	Šité
švadlenka	seamstress	Näherin	naaister	Швея	costurera	couturière	švadlena	#VALUE!	švadlena	Švadlena	švadlena	švadlena
ševčíček	sevčicek	Sevčicek	Sevčicek	Sevčicek	Sevčicek	Sevčicek	Sevčicek	#VALUE!	Sevčicek	Sevčicek	Sevčicek	Sevčicek
šňupeček	snuff	Schnupftabak	snuif	заново	rapé	tabac à priser	šňupací tabák	šňupací tabák	šňupací tabák	Odhalit	šňupací tabák	šňupací tabák
šňupáček	snuff	Schnupftabak	snuif	заново	rapé	tabac à priser	šňupací tabák	šňupací tabák	šňupací tabák	Odhalit	šňupací tabák	šňupací tabák
šňůrka	cord	Kabel	koord	шнур	cable	corde	šňůra	#VALUE!	šňůra	šňůra	kabel	tětiva
šňůrčička	cord	Kabel	koord	шнур	cable	corde	šňůra	#VALUE!	šňůra	šňůra	kabel	tětiva
šťabajznička	napbajznička	Napbajznička	napbajznička	Напбаджничка	napbajznička	napbajznička	Napbajznička	Napbajznička	Napbajznička	Napbadjnichka	Napbajznička	Napbajznička
šťárka	sorcerer	Zauberer	tovenaar	колдун	hechicero	sorcier	kouzelník	#VALUE!	kouzelník	čarodějnice	kouzelník	kouzelník
šťářička	juice	Saft	sap	сок	jugo	jus	džus	#VALUE!	džus	džus	džus	džus
šťovíček	sorrel	Sauerampfer	zuring	щавель	Alazán	oseille	šťovík	šťovík	šťovík	šťovík	Šťovík	šťovík
šťávička	juice	Saft	sap	сок	jugo	jus	džus	#VALUE!	džus	džus	džus	džus
ťápotka	jam	Marmelade	jam	варенье	mermelada	Confiture	džem	#VALUE!	džem	džem	džem	Džem
ťopinka	toast	Toast	geroosterd brood	тост	tostada	pain grillé	přípitek	#VALUE!	přípitek	přípitek	přípitek	přípitek
ťuhýček	tingle	kribbeln	tintelen	показывать	hormigueo	picotement	chvění	#VALUE!	chvění	ukázat	chvění	brnění
ťulpásek	julpass	Julpass	julpass	Джульппс	julio	juillet	JULPASS	#VALUE!	JULPASS	Julpps	červenec	červenec
židáček	chairs	Stühle	stoelen	стулья	sillas	chaises	židle	#VALUE!	židle	židle	židle	židle
židek	chair	Stuhl	stoel	стул	silla	chaise	židle	#VALUE!	židle	židle	židle	židle
židovička	Jewish	jüdisch	Joods	Еврейский	judío	juif	židovský	#VALUE!	židovský	židovský	židovský	židovský
žabeček	flip-flops	Flip Flops	slippers	шлепки	chancletas	tongs	žabky	Žabky	žabky	žabky	žabky	žabky
žaketek	jacket	Jacke	jasje	пиджак	chaqueta	veste	Bunda	#VALUE!	Bunda	Blejzr	Bunda	Bunda
žaloudeček	stroke	streicheln	hartinfarct	Инсульт	carrera	accident vasculaire cérébral	mrtvice	mrtvice	infarkt	Mrtvice	závod	mrtvice
žalářníček	rivalry	Rivalität	rivaliteit	соперничество	rivalidad	rivalité	soupeření	#VALUE!	soupeření	soupeření	soupeření	soupeření
žardiniérka	jardinier	Jardinier	jardinier	Jardinier	jardinier	jardinier	Jardinier	#VALUE!	Jardinier	Jardinier	Jardinier	zahradník
ždibek	Ždibek	Ždibek	Ždibek	Ždibek	Ždibek	Ždibek	ŽDIBEK	#VALUE!	ŽDIBEK	ŽDIBEK	ŽDIBEK	ŽDIBEK
ždibínek	Ždibínek	Ždibínek	Ždibínek	Ždibínek	Ždibínek	Ždibínek	Ždibínek	#VALUE!	Ždibínek	Ždibínek	Ždibínek	Ždibínek
ždibeček	rye	Roggen	rogge	рожь	centeno	seigle	žito	#VALUE!	žito	žito	žito	žito
ždibánek	Ždiban	Ždiban	Ždiban	Ždiban	Ždiban	Ždiban	Ždiban	#VALUE!	Ždiban	Ždiban	Ždiban	Ždiban
žebráček	beggar	Bettler	bedelaar	нищий	mendigo	mendiant	Žebrák	#VALUE!	Žebrák	Žebrák	Žebrák	Žebrák
žebrovíčko	rib	Rippe	rib	ребра	costilla	côte	žebro	#VALUE!	žebro	žebra	žebro	pobřeží
žebírko	rib	Rippe	rib	ребра	costilla	côte	žebro	#VALUE!	žebro	žebra	žebro	pobřeží
žebřík	ladder	Leiter	ladder	лестница	escalera	échelle	žebřík	#VALUE!	žebřík	schody	žebřík	žebřík
žebříček	ranking	Rangfolge	rangschikken	рейтинг	clasificación	classement	hodnocení	#VALUE!	uspořádat	Hodnocení	klasifikace	hodnocení
žebřinka	ladder	Leiter	ladder	лестница	escalera	échelle	žebřík	#VALUE!	žebřík	schody	žebřík	žebřík
žehýlko	bolt	Bolzen	bout	болт	tornillo	verrouiller	šroub	#VALUE!	šroub	šroub	šroub	zámek
žejdlíček	Žejdlicek	Žejdlicek	Žejdlicek	Jejdlicek	Žejdlicek	Žejdlicek	Žejdlicek	#VALUE!	Žejdlicek	Jejdlicek	Žejdicek	Žejdlicek
žalobníček	sneak	schleichen	sluipen	подкрасться	furtivo	se faufiler	žalobníček	proklouznout	proklouznout	Spěch	kradmý	úšklebek
želízka	handcuffs	Handschellen	handboeien	наручники	esposas	menottes	pouta	Pouta	želízka	pouta	manželky	pouta
želízko	handcuff	Handschelle	boeien	наручники	esposar	passer les menottes	želízka	Želízka	fascinovat	pouta	želízka	želízka
želvička	turtle	Schildkröte	schildpad	черепаха	Tortuga	tortue	želva	želva	želva	želva	Želva	želva
žemlička	bun	Brötchen	knobbeltje	булочка	bollo	chignon	drdol	#VALUE!	kus	drdol	drdol	drdol
žemlovka	bunny	Hase	konijn	кролик	conejito	lapin	Králíček	#VALUE!	králičí	králičí	malý králíček	králičí
ženíšek	marriage	die Ehe	huwelijk	свадьба	matrimonio	mariage	manželství	#VALUE!	svatba	svatba	manželství	svatba
ženka	woman	Frau	vrouw	женщина	mujer	femme	žena	#VALUE!	ženský	žena	žena	ženy
ženička	woman	Frau	vrouw	женщина	mujer	femme	žena	#VALUE!	ženský	žena	žena	ženy
ženštinka	feminine	feminin	vrouwelijk	женский род	femenino	féminin	ženský	#VALUE!	ženský	ženský	ženský	ženský
ženulinka	woman	Frau	vrouw	женщина	mujer	femme	žena	#VALUE!	ženský	žena	žena	ženy
ženuška	woman	Frau	vrouw	женщина	mujer	femme	žena	#VALUE!	ženský	žena	žena	ženy
ženglička	gang	Gang	bende	банда	pandilla	gang	gang	#VALUE!	gang	gang	gang	gang
žernůvek	pantry	Speisekammer	voorraadkast	кладовая	despensa	garde-manger	spíž	Spíž	spíž	spíž	spíž	spíž
žertík	little joke	kleiner Witz	Kleine grap	Маленькая шутка	pequeña broma	petite blague	žertík	žertík	Žert	Malý vtip	malý vtip	žert
žertíček	joke	scherzen	grap	шутить	broma	plaisanter	žert	#VALUE!	žert	říkat vtipy	žert	vtipkovat
žerdička	jerss	Trikots	Jerss	Джерс	jerss	maillots	Jerss	#VALUE!	Jerss	Jers	Jerss	trikot
žetonek	chip	Chip	chip	чип	chip	ébrécher	čip	#VALUE!	čip	čip	čip	čip
žežhulka	Žejhulka	Žejhulka	Žejhulka	Jejhulka	Žejhulka	Žejhulka	Žejhulka	#VALUE!	Žejhulka	Jejhulka	Žejhulka	Žejhulka
žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka	Žežhulenka
žežulička	Ževičlička	Ževičlička	Ževičlička	Ževičliicka	Ževičlička	Ževičlička	Ževičlička	Živá	Živá	Ževičliicka	Živá	Živá
žihadélko	sting	Stachel	steek	укус	picadura	piqûre	bodnutí	#VALUE!	škubnutí	kousat	bodnutí	bodnutí
židlička	chair	Stuhl	stoel	стул	silla	chaise	židle	#VALUE!	židle	židle	židle	židle
židovinka	Jewish	jüdisch	Joods	Еврейский	judío	juif	židovský	#VALUE!	židovský	židovský	židovský	židovský
žilinka	Žilinka	Žilinka	Žilinka	Жилинка	Žilinka	Žilika	Žilka	#VALUE!	Žilka	Zhivka	Žilka	Žilika
žirafka	giraffe	Giraffe	giraffe	жирафа	jirafa	girafe	žirafa	#VALUE!	žirafa	žirafa	žirafa	žirafa
žirafečka	giraffe	Giraffe	giraffe	жирафа	jirafa	girafe	žirafa	#VALUE!	žirafa	žirafa	žirafa	žirafa
